path,sha256,bytes,lines,category,upstream_path,upstream_similarity,provisional_provenance,evidence,migration_disposition,disposition_reason,human_review_required,human_review_status,human_review_note
legacy/examples/daal4py/normalization_zscore.py,2d312f13e144837bcd1947823f493a19b0e7fb727453d45140ff49eae3861157,1745,54,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/pca.py,840ca36c099f70309c2431468fc45caf741a11edf2afa93caa34a1e2d3cb6214,2436,68,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/pca_spmd.py,4884e9aa93174460168d9d74cbd0595269a0a3e37005f9288fb8708ca2c9907e,2124,63,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/pca_transform.py,cbb50941df9accfc331100029d2221aadba5627b9f95b80a284cf0048a43343d,2132,60,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/pivoted_qr.py,e5b2c1a40013c34aba130fedfce72379d98a0c939c03c05307cf127d22c4cd90,1667,51,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/qr.py,27489fbfe2b0fcd0a7df4256ece8926e1f3eab69b2b66e36ed284379525015d7,1912,59,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/qr_spmd.py,9fab1c5cd44ae5466cb649c9c61c9a4434db7fbaaed965cdbe378d70cc3a9b7c,2091,63,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/qr_streaming.py,3c117db2822fd1e55fe425ea2ee26252e6f7c2ebe307ffc4a4e9fc40fdd40676,1664,52,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/quantiles.py,0284723e851a1d4f605e91142322952d471282d6ca78b846cc826ada276b9e3a,1573,51,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/readcsv.py,731912d7225fed6ed8bbc621023a37398b5b36f15d1090649b4bc7504bbd3ced,1257,37,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/ridge_regression.py,72cfcfc6a9e8ca7220497f50d607db0793230778cb77fa57d93801e8cd679854,2342,64,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/ridge_regression_spmd.py,c81dc041f71d9da1f9dd7b02c36f2ae5b6d97e423b9f3242daf5965668ae5ddc,2442,68,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/ridge_regression_streaming.py,a7e0431c0a30c9a04ca49df268ab1410ab8a5a57e72fa5542b05076e3bf95822,2965,81,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/saga.py,d358bb2c3bc30dae2ecd735699e58c00622df31525196fdf32bb289e0c18922b,2319,73,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/sgd_logistic_loss.py,9c39db15541d0bc7bde553a26e613482e108477b1311bcaa29b462e813a5c4ed,2108,62,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/sgd_mse.py,28d72bc732b111a5d121f68771a199361eff29705808676d94f817c6e174a3bd,2097,65,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/sorting.py,543e5a4588d40612610d2aa289d1f8c0cb11d654f38ce421a9e57a1a7459eb21,1730,55,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/spmd_chunks_read.py,4ed8fdba66860879988dadb754ce690d4adbababc0a2c17c5c565f2b17335382,2295,57,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/stump_classification.py,b058770861c26333c226ea7cb7d6ff1df7ff759b49222606e5c75c4740c30942,2461,64,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/stump_regression.py,986fc9864e050b84c038d31e736dfae4116bc15a210b7db2be2b349d669e5831,2421,65,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/svd.py,6417ae967c94c75426af2b8bb570a82fa5f1b9627d82c2f085df5f29111cc453,2385,70,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/svd_spmd.py,cf362ecbd406ea4435da07d355db03d1f34ed5fd2a2bbdb5dfaa3872c7b14a4e,2439,69,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/svd_streaming.py,b3cd3f8a685c533dd7e6c37dab18df65793f3fd70a2c66f16ec5790d86819998,1728,54,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/svm.py,401ab52de79c9a700198c518696b1c2a53a8139a285d42e52ed10e61e5f7e704,2617,71,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/svm_multiclass.py,d96ac7fd3a768f74f10ae5e303981dfca9041926d922c829740bb7105171f093,2900,78,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/univariate_outlier.py,fd18db583a3e449f7d43d60e384e345d63466fde4aa444b9bec41cd962fee7a8,1669,53,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
mpsbackend/__init__.py,cb1db2d01f36b998a1f0cb52c9b055898f282cd3c13664cbc28537e43ba693e4,364,11,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,rewrite,Global runtime/configuration code will be replaced by typed core APIs.,true,pending,
mpsbackend/_config.py,0686bbe69c35b2dc970af81736a57866dd99c96fa731451fab85416c4eb0f85a,841,31,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,rewrite,Global runtime/configuration code will be replaced by typed core APIs.,true,pending,
mpsbackend/_device_manager.py,d55ff8fa3faa42730090d4eb5adff767e1a4988d804d683c4112caa00f4c6487,1476,65,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,rewrite,Global runtime/configuration code will be replaced by typed core APIs.,true,pending,
mpsbackend/basic_statistics/__init__.py,7cb35a26aa48e9b005b7ad8b38e5b265dabf329fa9f2cb2c59e2284085e9fd14,79,4,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/basic_statistics/basic_statistics.py,5c579ca1f68367569e4afd986d4f6c62436b7c15d96e43ca61fbe739e90140be,314,16,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/cluster/__init__.py,809ca1b999753d04a5e5ab379d1a1e029f10e5ce42bb31a9fc3876c0da3eb33a,223,11,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/cluster/dbscan.py,ea76f5574330a51b600ac1c4f4610278ef72da0d6fede0d60dd6863f9ff9bba9,24560,756,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/cluster/kmeans.py,d3dba465250ea007911e9df0296e2a72a4973dfdf37585f8d86966d89162e2f7,53389,1623,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/common/__init__.py,8c6f5252169de9fe59e211bea7b7c2e91571dcbea0989fd6e112aa2007accb73,205,6,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/common/_backend.py,b3d4609fc6c1db3488be403497b5e4134079ae96c5c8cf15edc2a1b9d54ce9ee,335,13,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/common/_mixin.py,d9a50009a173697652c650a4dbec4f6bb951142562974f427babb781e5bfd274,616,20,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/common/random_state.py,2b41b0bfd6ebdd0caed7ab3f324853fe76c912e2283afbdb0e7693190a397e74,838,33,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/covariance/__init__.py,f9b9cfd52a7058e1f53bdc062edc10e7935aa45d6436bb9c7e1023e5ada7a7ff,81,4,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/covariance/covariance.py,4929064e6117467b5db887654f07374c890454eefda5286e1452622d670418a3,219,12,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/datatypes/__init__.py,3d5c70d8f2fb187267343f02da2a838e46dce5a259ed6572bcaac01884db40ad,81,4,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/datatypes/_data_conversion.py,240aad08ac659cb677a36ad92b106866e386b28d4f4cfd8146cce73fc7e6ef23,1411,69,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/decomposition/__init__.py,7d12409665bb3ae9f3f8a27d0166a33fe570db22a333a66312a3f118404321b7,128,4,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/decomposition/pca.py,b1151206fc5cd02c59e190b41817c2823c5e1b513f2c761566836134bd5fdd6d,24972,766,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/ensemble/__init__.py,13a1032df7bf8fe3f7c401fc7daa62041c098ddf8fe02f38b78bb872cefbd98b,749,28,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,drop,Tree estimators and kernels are outside mlxlearn scope.,false,not-required,
mpsbackend/ensemble/forest.py,7236a6a820301f670f9d54cda5dbe13ccf5755298e15a7acfe127a4e2470aefd,45701,1295,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,drop,Tree estimators and kernels are outside mlxlearn scope.,false,not-required,
mpsbackend/experimental/__init__.py,ed94c631277c44ae757971d80b2096d807715068bf774c179c60994f4da0cf82,785,28,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/experimental/metal_eigensolver.py,de0b1f0ba7512404747839105d2552192c77f6bff336ea62459936895a7b1340,52364,1592,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/linear_model/__init__.py,ef667d2e7d6f00122fcb4d2beb126cc0bfc03fbd4caa95368a5fad8fe2406f9f,715,23,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Numerical linear-model code is in the planned release surface.,true,pending,
mpsbackend/linear_model/coordinate_descent.py,8c4c158fe0e98846150ce60cb8f2dec45623d709308656c748a97421cc81aec6,26464,865,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Numerical linear-model code is in the planned release surface.,true,pending,
mpsbackend/linear_model/linear_regression.py,f719d7209a09e39cd16d5959f2dca5176d4daac243150b35f41ca3a21b071493,7070,232,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Numerical linear-model code is in the planned release surface.,true,pending,
mpsbackend/linear_model/logistic_regression.py,ba503ed91ee8a3927b2976c53286a37c291145860e301040d5eec77dd3340161,46681,1498,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Numerical linear-model code is in the planned release surface.,true,pending,
mpsbackend/linear_model/ridge.py,82cb17a353e9f10f2d966daad3d14c8cf6cbbdbced362139f05ff17d3eae55c6,2557,101,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Numerical linear-model code is in the planned release surface.,true,pending,
mpsbackend/manifold/__init__.py,a7dc089817cbb23c2b7ea0833ff50304d710366debcf00d47097b08ca81e52d7,118,7,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/manifold/tsne.py,7ef7204061ff0ce5a02757240a35cdfbe2c28c10d9f6d71cd638103b0d22339a,4487,135,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/manifold/tsne_bh.py,a1d24c585cd6e289bdab76ad5357d997d169bb835569892a188159311d88f97d,6770,216,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/manifold/tsne_exact.py,39521b184de0c85a8189ee98cc7741930c95ace31c65835ce8593f2fa28ed602,23990,750,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/metal/__init__.py,98f6b3e3a0e4257f9310e63b146180d11e150384e83f6bc3dac56b795db70e9c,1325,44,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,MLX and Metal kernels require algorithm-specific review.,true,pending,
mpsbackend/metal/kernels.py,8fb28ff19c169907079a87f8c83d85bf1ebfe3d008737914122a5e3b39ad687e,92354,2927,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,MLX and Metal kernels require algorithm-specific review.,true,pending,
mpsbackend/native/__init__.py,6123eba99bdb8e03f0172182baa37f34cc0de2d44290ccd4764c80369eb721b5,502,22,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/native/_svc_smo_core.c,1b9bf625b8037a9219a7dd368e1c8d6f4631f055f404fe086918f7e7d4f80857,1255980,32595,backend,,,generated-source,Generated C beside a Cython source.,generated-do-not-copy,Generated C must be rebuilt from reviewed source.,false,not-required,
mpsbackend/native/_svc_smo_core.cpython-310-darwin.so,44adf2b9f88ae8effa7e84653c0bdfda798b1f67c321d94b9b394decbb9d8c96,200512,,compiled-binary,,,generated-binary,Compiled artifact.,generated-do-not-copy,Compiled binaries must be rebuilt and never copied.,false,not-required,
mpsbackend/native/_svc_smo_core.cpython-313-darwin.so,2110aa5585b08b7869340efb1835f4a9a804580daf45bb482b7e1a6ae0af5fd2,438672,,compiled-binary,,,generated-binary,Compiled artifact.,generated-do-not-copy,Compiled binaries must be rebuilt and never copied.,false,not-required,
mpsbackend/native/_svc_smo_core.cpython-314-darwin.so,c95369a7cb98e9ecad763ddf4dfc39fa4c5323c7cdb706e87af0145e6a507d55,226224,,compiled-binary,,,generated-binary,Compiled artifact.,generated-do-not-copy,Compiled binaries must be rebuilt and never copied.,false,not-required,
mpsbackend/native/_svc_smo_core.pyx,a948547fa620bad6e28eb8dace6083e45e8f47bc28fffe4e51546e4276c3f60e,7786,271,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/native/_tsne_core.c,3658cd15dfe7c90c08665935c3497c3c0b9b750645830ee721828ec5d2c7f3ad,474585,11329,backend,,,generated-source,Generated C beside a Cython source.,generated-do-not-copy,Generated C must be rebuilt from reviewed source.,false,not-required,
mpsbackend/native/_tsne_core.cpython-310-darwin.so,62b8314a8d0ed813733d69e527a62af55a0d6f943abb6ada02f4af6f3937b0d4,134576,,compiled-binary,,,generated-binary,Compiled artifact.,generated-do-not-copy,Compiled binaries must be rebuilt and never copied.,false,not-required,
mpsbackend/native/_tsne_core.cpython-313-darwin.so,0f47b05b2c2613c649afad5b16d192aa6fa93356ef150ce4566e31f8f4c08508,238496,,compiled-binary,,,generated-binary,Compiled artifact.,generated-do-not-copy,Compiled binaries must be rebuilt and never copied.,false,not-required,
mpsbackend/native/_tsne_core.cpython-314-darwin.so,b0208b610b7524a697c01bb8f0b6bcc3663ea9a1f89c69231b6bb3e34ac9eca7,140544,,compiled-binary,,,generated-binary,Compiled artifact.,generated-do-not-copy,Compiled binaries must be rebuilt and never copied.,false,not-required,
mpsbackend/native/_tsne_core.pyx,748cee6534a430e6630dcb951ba84f781c055db041405424c58cf59d2503b9bd,3162,99,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/native/svc_smo_core.py,b56335ca079dc61d75830a65b2b3166e645dae978439f8cbb58e4581991384dd,477,17,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/native/tsne_core.py,10f9f6e89bca5661bf131ad63341af91392590da2a622ab2bf331240d8d77a6a,3895,129,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,review,Backend code is not allowlisted until its algorithm is scheduled.,true,pending,
mpsbackend/neighbors/__init__.py,af2c6391fc3e9addef29dae4bcf1632bb28be1845ef00e8f1563b958b051eb21,154,4,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,KNN is the first planned algorithm port.,true,technical-reviewed,No upstream path/header match; module only exports the reviewed local KNN API.
mpsbackend/neighbors/neighbors.py,a8349619b2a2a16bd8da4f86f6f4495e49d3b94b2548f65414b9defd859e1aa8,18714,591,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,KNN is the first planned algorithm port.,true,technical-reviewed,"No upstream path/header/content match. Introduced at ce42a32 in the fork; current git blame attributes all 590 lines to the repository owner. This is technical evidence, not a legal opinion."
mpsbackend/svm/__init__.py,83476108c22758929c5dbe99365cfb7c4c2753dccdbb8440a35d1ad05f798ec5,392,22,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Exact SVC numerical code is in the planned release surface.,true,pending,
mpsbackend/svm/_dense_svc_gpu.py,11aa1a7edcd54fcaa0f4fe2f86df0252f182b8957abf2b42b1720bec6dec2922,44160,1327,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Exact SVC numerical code is in the planned release surface.,true,pending,
mpsbackend/svm/svm.py,1b0b3f42e74b272a45cab25292b40b4584b15931870ab0336b70021cbcf97d2b,99086,2989,backend,,,original-candidate,Backend path with no automated upstream derivation signal.,port-candidate,Exact SVC numerical code is in the planned release surface.,true,pending,
output/pdf/scikit_learn_mps_app_summary.pdf,ea77a60038ab6e9bdfa00c28a2296928a3a6c3cb175d6e8dcceb4f329b700cde,3179,,repository,,,project-authored-or-administrative,No automated upstream derivation signal.,review,No migration decision has been made for this file.,true,pending,
pyproject.toml,61965d867e8e8903dcf0cdf7ac422e6d80c1ab0e404b05b577dae9e431fb6854,3574,112,build,pyproject.toml,0.529801,derived,Contains upstream marker(s): Intel Corporation.,review,No migration decision has been made for this file.,true,pending,
requirements-doc.txt,a9051c64f2570031545af4e2b528a14b76abd4b85b72bf81fd7d477e7aa57815,1585,76,repository,requirements-doc.txt,0.493333,project-authored-or-administrative,No automated upstream derivation signal.,review,No migration decision has been made for this file.,true,pending,
requirements-test.txt,86c410147871a26f6a964cb9d5724616ce53d1a8d3ccbe2c7da6dd41c083c09a,819,23,repository,requirements-test.txt,0.400000,project-authored-or-administrative,No automated upstream derivation signal.,review,No migration decision has been made for this file.,true,pending,
setup.cfg,e881ffda64a1058c95f90d4129b303c62d3e3e17b8803d76c43f49ab61f29d10,698,18,build,setup.cfg,0.744186,derived,Text similarity 0.744 to setup.cfg.,review,No migration decision has been made for this file.,true,pending,
setup.py,07e3f449d64ec2b4c2e24348197ad1d0b010f5590137e9487729ad61d699fe57,1423,53,build,setup.py,0.017417,project-authored-or-administrative,No automated upstream derivation signal.,review,No migration decision has been made for this file.,true,pending,
sklearnex/__init__.py,8bdb91feb1006127357d22a54ec734fa8e205da617b89be7964efeca9025294b,2171,82,compatibility,sklearnex/__init__.py,0.734694,derived,"Contains upstream marker(s): Intel Corporation, Fujitsu Limited.",rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/__main__.py,d33d75ef46e7d4dbfb323f9d753210ed355a4b8e5d08195e74a02a1ec9003386,1904,59,compatibility,sklearnex/__main__.py,0.982759,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/_config.py,6caa6cccda121c40183534bbe41dffe30401348f4aa4682eeef963f00611bcff,5174,148,compatibility,sklearnex/_config.py,0.563574,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/_device_offload.py,894d21dd5959acfb139b9334efe97c536a1c6f4ae683b54475d339186f910c47,6575,182,compatibility,sklearnex/_device_offload.py,0.145098,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Legacy dispatch and fallback behavior must not be copied.,true,pending,
sklearnex/_utils.py,444bb6d099a1f1af462e5b96f54f93aeb67f85295e2eca01a5f35af07abee87d,5320,155,compatibility,sklearnex/_utils.py,0.284900,review-required,Compatibility or legacy path lacks conclusive automated evidence.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/base.py,3661fa3f2d95ba5fd7f2964e9021b6d833f6919c977ffecfd518b97a46d1f53f,3425,100,compatibility,sklearnex/base.py,0.239130,review-required,Compatibility or legacy path lacks conclusive automated evidence.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/cluster/__init__.py,af408ac32f8f49c6b48db65ce235360a453ffea0bae37ef9d7e1ae5f569a638d,853,21,compatibility,sklearnex/cluster/__init__.py,1.000000,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/cluster/dbscan.py,f9b737b5441815cda40dba1c1302f83c2c1ba5addcb880c69f110c1fbe1a1354,6360,182,compatibility,sklearnex/cluster/dbscan.py,0.216216,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/cluster/k_means.py,6f894935f6e845d82d52ef0be603a681f395d9a79e59839bdd36d4a5d800f6cb,8625,264,compatibility,sklearnex/cluster/k_means.py,0.065445,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/conftest.py,fb3f227692f557b4ce4beb518e47040e1f4df2c39cea19c45556f537e58bf7d5,2607,83,compatibility,sklearnex/conftest.py,0.937500,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/covariance/__init__.py,04b784e2b9510c09bca7bdb7bcda9b12cb41455e4e3c8dd72f3916b0afeb0d64,180,5,compatibility,sklearnex/covariance/__init__.py,0.173913,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Pass-through estimators are outside mlxlearn scope.,false,not-required,
sklearnex/covariance/covariance.py,d2776943e788f37399f530eb2791120c2c7c074fbdfe8837a28c80c56b821e62,941,35,compatibility,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Pass-through estimators are outside mlxlearn scope.,false,not-required,
sklearnex/covariance/incremental_covariance.py,9195f3d704dff1f38f7befebee87b4bddaf384dc0c87b2161478a126509dc06e,1624,51,compatibility,sklearnex/covariance/incremental_covariance.py,0.035785,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Pass-through estimators are outside mlxlearn scope.,false,not-required,
sklearnex/decomposition/__init__.py,4490580d6caf9e7e4303e8f9af822a55d5cba7a1f899d3f24ac4a39d7865bfe5,805,20,compatibility,sklearnex/decomposition/__init__.py,1.000000,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/decomposition/pca.py,7b8f171d15620082a332e170fbbede078445fbb4cc0fa80d2c438dd5bf9f7c46,8541,241,compatibility,sklearnex/decomposition/pca.py,0.049062,derived,Contains upstream marker(s): Intel Corporation.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/dispatcher.py,ca2bf1a75f4996c9336fd7bb6e2247a3ae08812a426f15d441af2619ebc23fbe,12424,367,compatibility,sklearnex/dispatcher.py,0.388889,derived,"Contains upstream marker(s): Intel Corporation, Fujitsu Limited.",rewrite,The patching shell must be newly written and quarantined.,true,pending,
sklearnex/dummy/__init__.py,f700eec635c5eec6d6922fb2fa959f77604008e5ae085b7c2c21b534f50a56ad,65,4,compatibility,sklearnex/dummy/__init__.py,0.272727,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Pass-through estimators are outside mlxlearn scope.,false,not-required,
sklearnex/dummy/_dummy.py,61f01a0bd987ae1f6c619b3ae6289a483d15d4645b8f9f0cf0fdb5a6e3513180,1310,48,compatibility,sklearnex/dummy/_dummy.py,0.060976,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Pass-through estimators are outside mlxlearn scope.,false,not-required,
sklearnex/ensemble/__init__.py,db107629f1bb97bb89bf4a7791f561aece0a2ccd7be120ac8a066162ac126000,1035,30,compatibility,sklearnex/ensemble/__init__.py,1.000000,derived,Contains upstream marker(s): Intel Corporation.,drop,Tree estimators are outside mlxlearn scope.,false,not-required,
sklearnex/ensemble/_forest.py,b38fc0078f11516836ea36eccd4fc3299ca6dddb59127904fe30cc95d3c7b8b9,13603,385,compatibility,sklearnex/ensemble/_forest.py,0.085500,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Tree estimators are outside mlxlearn scope.,false,not-required,
sklearnex/experimental/__init__.py,e95e5ad6dc4672afc22fecc5abd605160f4602c3cdce12e6215516a7de276958,63,4,compatibility,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
sklearnex/experimental/manifold.py,5057c62fd59d16f1b16f2281a1b261fa5c29a349b0d543c6c7d3b49817c2b612,1381,54,compatibility,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,rewrite,Estimator wrappers and compatibility code must target the new public API.,true,pending,
